	gene_h	gene_t	onco	chem_emb
20625	CEP135	DCAF13	1	"[-6.2123615e-01  1.3412376e+02  4.3581616e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0052628e+01  6.6844226e+02
  3.0008176e-01  0.0000000e+00  0.0000000e+00  4.1029908e-02
  1.1772305e-01  8.4124702e-01  4.5976994e+01  1.5443501e-02
  9.7448492e+00  8.7744770e+00  0.0000000e+00  0.0000000e+00]"
20628	CEP170	ADSS	1	"[-1.9043480e-01  1.2891260e+02 -1.0869565e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.7416515e+00  8.2196631e+02
  2.3692691e-01  0.0000000e+00  0.0000000e+00  1.8994759e-01
  3.1703177e-01  4.9302065e-01  2.3043789e+01  2.3837429e-02
  1.0965218e+01  8.3909445e+00  0.0000000e+00  0.0000000e+00]"
20651	CEP350	TDRD5	1	"[-9.4179630e-01  1.2915154e+02  3.0410184e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2776642e+00  6.7944208e+02
  2.9454520e-01  0.0000000e+00  0.0000000e+00  2.4708007e-02
  5.2319702e-02  9.2297232e-01  5.6893368e+01  7.9113897e-03
  1.1186705e+01  5.0309343e+00  0.0000000e+00  0.0000000e+00]"
20654	CEP44	SPTAN1	1	"[-7.4073368e-01  1.3266266e+02 -2.7670527e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.6219263e+00  7.2529944e+02
  3.2151330e-01  0.0000000e+00  0.0000000e+00  7.9843692e-02
  1.3840550e-01  7.8175086e-01  7.2138779e+01  6.2983558e-03
  9.7876444e+00  3.9123778e+00  0.0000000e+00  0.0000000e+00]"
20687	CERK	KIAA1644	1	"[-4.3867953e-02  1.2657356e+02  1.8867925e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.6233273e+00  9.2030231e+02
  1.5130109e-01  0.0000000e+00  0.0000000e+00  1.6580668e-01
  2.5752333e-01  5.7666999e-01  2.3806046e+01  3.4086864e-02
  7.2264152e+00  6.0148439e+00  0.0000000e+00  0.0000000e+00]"
20692	CERS2	GOLPH3L	1	"[-4.3625733e-01  1.3223157e+02  0.0000000e+00  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5783243e+00  5.9074109e+02
  2.6764706e-01  0.0000000e+00  0.0000000e+00  2.2099952e-01
  3.1170279e-01  4.6729770e-01  1.9270639e+01  5.0784856e-02
  8.6842108e+00  7.2291021e+00  0.0000000e+00  0.0000000e+00]"
20727	CFD	EIF3B	1	"[-3.9922333e-01  1.3097356e+02  1.1650485e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5229568e+00  8.3065204e+02
  2.6056439e-01  0.0000000e+00  0.0000000e+00  1.5445785e-01
  1.9729899e-01  6.4824319e-01  3.6818409e+01  1.8154398e-02
  9.3495150e+00  9.9554234e+00  0.0000000e+00  0.0000000e+00]"
20730	CFI	RPL34	1	"[3.9506130e-02 1.3456172e+02 2.4074075e-01 2.0000000e+00 7.0000000e+01
 4.5000000e+00 1.8120000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 1.1816420e+01 6.6514838e+02 2.5069445e-01 0.0000000e+00 0.0000000e+00
 3.7454691e-02 1.1920402e-01 8.4334129e-01 1.8386065e+01 1.0562414e-01
 8.5555553e+00 1.2500000e+00 0.0000000e+00 0.0000000e+00]"
20731	CFI	TMA16	1	"[-8.8778287e-01  1.3614795e+02  7.0135750e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0350168e+01  6.1009521e+02
  3.6664954e-01  0.0000000e+00  0.0000000e+00  9.7933732e-02
  1.5411043e-01  7.4795586e-01  4.2629223e+01  3.7980385e-02
  8.3936653e+00  5.7125053e+00  0.0000000e+00  0.0000000e+00]"
20740	CGN	B4GALT3	1	"[-9.7316438e-01  1.3103328e+02 -6.5559442e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0342655e+00  7.9173120e+02
  3.2694736e-01  0.0000000e+00  0.0000000e+00  4.3462822e-03
  9.0192836e-03  9.8663449e-01  1.4001260e+02  1.0533828e-02
  1.2050699e+01  4.2032421e+01  0.0000000e+00  0.0000000e+00]"
20752	CHCHD6	MYO1A	1	"[-4.9185184e-01  1.2789504e+02  6.2962964e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3133736e+00  7.2955243e+02
  2.5654566e-01  0.0000000e+00  0.0000000e+00  1.4738904e-01
  2.3710002e-01  6.1551100e-01  3.6714039e+01  2.1941777e-02
  8.8864193e+00  7.6108298e+00  0.0000000e+00  0.0000000e+00]"
20759	CHD2	MYH9	1	"[-1.1035687e+00  1.3417026e+02 -3.1324346e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0021328e+01  5.6296051e+02
  4.1548625e-01  0.0000000e+00  0.0000000e+00  2.5627846e-02
  5.1805422e-02  9.2256671e-01  1.0090952e+02  7.0340559e-03
  8.8699446e+00  9.5291340e-01  0.0000000e+00  0.0000000e+00]"
20760	CHD3	RAD51C	1	"[-9.5815897e-01  1.2893471e+02  4.0794980e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.6416416e+00  8.0412946e+02
  3.4791300e-01  0.0000000e+00  0.0000000e+00  1.4530113e-01
  3.6851841e-01  4.8618039e-01  5.0975258e+01  1.5029498e-02
  7.1841006e+00  7.1819687e+00  0.0000000e+00  0.0000000e+00]"
20768	CHD6	EFCAB11	1	"[-1.6009479e+00  1.3081184e+02  8.7677725e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.9334278e+00  7.2987048e+02
  4.3632364e-01  0.0000000e+00  0.0000000e+00  1.2790304e-02
  2.2717109e-01  7.6003861e-01  4.4019573e+01  2.6212350e-02
  5.5308056e+00  1.7740465e+00  0.0000000e+00  0.0000000e+00]"
20793	CHD8	AP1S1	1	"[-6.72976375e-01  1.26359764e+02 -2.49065994e-03  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.73032856e+00  6.45955200e+02
  2.48123467e-01  0.00000000e+00  0.00000000e+00  1.27671286e-01
  3.95998418e-01  4.76330310e-01  4.78099709e+01  8.98095407e-03
  7.21170616e+00  6.84789276e+00  0.00000000e+00  0.00000000e+00]"
20794	CHD8	IMPG1	1	"[-4.0584618e-01  1.2882028e+02 -5.6153845e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8084097e+00  6.1410919e+02
  2.4067856e-01  0.0000000e+00  0.0000000e+00  1.8390021e-01
  3.0264983e-01  5.1345003e-01  4.9986263e+01  1.1692308e-02
  7.5999999e+00  7.9537749e+00  0.0000000e+00  0.0000000e+00]"
20803	CHEK2	C22orf31	1	"[-7.1277267e-01  1.3082895e+02  1.0436137e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1151171e+00  7.8366193e+02
  2.6329342e-01  0.0000000e+00  0.0000000e+00  9.4361454e-02
  3.5005003e-01  5.5558848e-01  4.7843460e+01  2.1554526e-02
  6.9190030e+00  4.1809192e+00  0.0000000e+00  0.0000000e+00]"
20819	CHI3L1	PTPRZ1	1	"[-3.2133675e-01  1.3109856e+02 -1.9280206e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2934179e+00  7.6331732e+02
  2.1846475e-01  0.0000000e+00  0.0000000e+00  1.4911845e-01
  1.8141760e-01  6.6946399e-01  3.2895397e+01  1.2899729e-02
  1.0035990e+01  8.7992182e+00  0.0000000e+00  0.0000000e+00]"
20821	CHIC2	HSPA4	1	"[-7.8673142e-01  1.3145839e+02 -4.2071197e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2558689e+00  5.8517578e+02
  3.2318664e-01  0.0000000e+00  0.0000000e+00  8.8677257e-02
  3.2700205e-01  5.8432072e-01  5.0183056e+01  1.4406008e-02
  8.9029131e+00  7.0278358e+00  0.0000000e+00  0.0000000e+00]"
20832	CHID1	IGF1R	1	"[-4.1116250e-01  1.3146669e+02 -1.9815059e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1879053e+00  7.8853418e+02
  2.4685661e-01  0.0000000e+00  0.0000000e+00  8.8481314e-02
  3.5047656e-01  5.6104213e-01  5.3081909e+01  6.5491782e-03
  9.9154558e+00  1.0826952e+01  0.0000000e+00  0.0000000e+00]"
20859	CHM	KLHL4	1	"[-1.6006495e-01  1.2884041e+02 -6.4935065e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2155409e+00  7.9509595e+02
  2.1621794e-01  0.0000000e+00  0.0000000e+00  7.8347653e-02
  2.4114844e-01  6.8050390e-01  3.4440636e+01  1.7251013e-02
  1.0626623e+01  1.0829469e+01  0.0000000e+00  0.0000000e+00]"
20863	CHMP3	EPB41L5	1	"[-8.8837259e-02  1.2450416e+02 -3.7209302e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3290339e+00  5.0010406e+02
  2.1823516e-01  0.0000000e+00  0.0000000e+00  3.0974267e-02
  1.7387415e-01  7.9515159e-01  4.1430447e+01  3.5413738e-02
  7.6139536e+00  5.9203653e+00  0.0000000e+00  0.0000000e+00]"
20875	CHMP4B	ZNF341	1	"[-5.6905442e-01  1.2697064e+02  3.7726838e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2753515e+00  7.0053217e+02
  2.2586977e-01  0.0000000e+00  0.0000000e+00  1.5125169e-01
  3.6886063e-01  4.7988763e-01  5.1179310e+01  7.5925305e-03
  7.9493790e+00  8.6809912e+00  0.0000000e+00  0.0000000e+00]"
20877	CHMP5	CTNNA1	0	"[-6.3924843e-01  1.2953192e+02 -1.3569937e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4737701e+00  6.0646655e+02
  3.1519204e-01  0.0000000e+00  0.0000000e+00  7.4621826e-02
  2.9643595e-01  6.2894219e-01  4.7978855e+01  1.8911179e-02
  9.0584555e+00  7.9714713e+00  0.0000000e+00  0.0000000e+00]"
20892	CHORDC1	NARS2	1	"[-2.87283242e-01  1.24987839e+02  1.06936418e-01  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.09041882e+00  8.68331299e+02
  1.81812078e-01  0.00000000e+00  0.00000000e+00  1.08671546e-01
  2.00331911e-01  6.90996528e-01  3.45228195e+01  3.89254577e-02
  6.73410416e+00  3.20795798e+00  0.00000000e+00  0.00000000e+00]"
20898	CHP1	RAD51	1	"[-5.3141993e-01  1.2904257e+02 -1.5105740e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.7855549e+00  8.3291302e+02
  2.6136136e-01  0.0000000e+00  0.0000000e+00  1.3012189e-01
  3.0755475e-01  5.6232333e-01  2.5513018e+01  2.6441891e-02
  8.7522659e+00  8.1929874e+00  0.0000000e+00  0.0000000e+00]"
20902	CHPT1	TXNRD1	1	"[-1.13300532e-01  1.27629372e+02  1.23152705e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  9.12161541e+00  8.84345642e+02
  2.14897424e-01  0.00000000e+00  0.00000000e+00  1.98113292e-01
  3.90349269e-01  4.11537409e-01  3.00966263e+01  1.67951453e-02
  1.02282429e+01  9.67314816e+00  0.00000000e+00  0.00000000e+00]"
20906	CHRDL1	GLUD1	0	"[-1.8766522e-01  1.2921738e+02  2.6431719e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0233793e+00  8.6062799e+02
  2.2005038e-01  0.0000000e+00  0.0000000e+00  2.2832905e-01
  3.0035156e-01  4.7131932e-01  2.6345703e+01  2.1861477e-02
  9.9251099e+00  9.4071827e+00  0.0000000e+00  0.0000000e+00]"
20922	CHST11	ATP1B4	1	"[-5.2209306e-01  1.3304446e+02 -7.5581394e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2257490e+00  7.2883801e+02
  2.5957692e-01  0.0000000e+00  0.0000000e+00  9.2398129e-02
  2.2644795e-01  6.8115389e-01  3.9851192e+01  2.7937399e-02
  9.6104650e+00  6.4658961e+00  0.0000000e+00  0.0000000e+00]"
20934	CHST11	HCFC2	1	"[-4.18598384e-01  1.27604836e+02  2.42587607e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.16416073e+00  7.98069153e+02
  1.95767000e-01  0.00000000e+00  0.00000000e+00  1.47400528e-01
  2.63456732e-01  5.89142799e-01  4.68385468e+01  1.23618692e-02
  9.17250633e+00  1.33035345e+01  0.00000000e+00  0.00000000e+00]"
20965	CHST8	ZNF708	1	"[-8.4253734e-01  1.3237646e+02  1.3432837e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.4126921e+00  6.5748755e+02
  2.7818385e-01  0.0000000e+00  0.0000000e+00  7.0464037e-02
  1.9115004e-01  7.3838592e-01  4.2898090e+01  1.7194809e-02
  9.2164183e+00  4.6857862e+00  0.0000000e+00  0.0000000e+00]"
20979	CHSY3	DDX46	1	"[-5.6115025e-01  1.2897992e+02  1.1150234e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0504866e+00  8.6988000e+02
  2.7102712e-01  0.0000000e+00  0.0000000e+00  1.9143899e-01
  2.4990024e-01  5.5866075e-01  4.2922009e+01  1.0894002e-02
  9.2816906e+00  1.0503401e+01  0.0000000e+00  0.0000000e+00]"
20987	CHTF18	RHOT2	1	"[-4.2457092e-01  1.2680513e+02  1.5808491e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.5528135e+00  8.9056366e+02
  2.3460519e-01  0.0000000e+00  0.0000000e+00  1.4483316e-01
  2.7067018e-01  5.8449668e-01  4.9124695e+01  7.6143518e-03
  8.4290876e+00  9.7750301e+00  0.0000000e+00  0.0000000e+00]"
20995	CIDEB	PTEN	1	"[-5.7749289e-01  1.3313902e+02 -2.1367522e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0098629e+00  6.3249268e+02
  2.7025640e-01  0.0000000e+00  0.0000000e+00  9.0640046e-02
  2.1033213e-01  6.9902784e-01  3.2324532e+01  2.5852064e-02
  9.0740738e+00  9.0173550e+00  0.0000000e+00  0.0000000e+00]"
21006	CIRH1A	SNTB2	1	"[-1.8109761e-01  1.2840120e+02  2.0325202e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8596210e+00  9.3839508e+02
  2.1954530e-01  0.0000000e+00  0.0000000e+00  1.5813883e-01
  3.7979510e-01  4.6206605e-01  2.7268147e+01  2.2068543e-02
  1.0857723e+01  1.1205786e+01  0.0000000e+00  0.0000000e+00]"
21019	CKAP2	SMCO2	1	"[-7.0764714e-01  1.3118971e+02  5.2941177e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4594107e+00  5.6050519e+02
  2.8658926e-01  0.0000000e+00  0.0000000e+00  7.9646826e-02
  2.7928028e-01  6.4107287e-01  6.2845741e+01  1.0276817e-02
  6.9882355e+00  5.0366802e+00  0.0000000e+00  0.0000000e+00]"
21027	CKMT1B	PDIA3	1	"[-5.8035022e-01  1.3047313e+02  1.8482490e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3100414e+00  7.8230823e+02
  2.9839069e-01  0.0000000e+00  0.0000000e+00  1.3415772e-01
  3.3220083e-01  5.3364146e-01  3.1578344e+01  1.8857213e-02
  9.6926069e+00  8.7981129e+00  0.0000000e+00  0.0000000e+00]"
21033	CLASP1	ANAPC1	0	"[-9.5042974e-02  1.2971208e+02 -9.9140778e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1166620e+00  7.1159357e+02
  1.9864503e-01  0.0000000e+00  0.0000000e+00  9.4327651e-02
  1.5485567e-01  7.5081664e-01  4.7469028e+01  6.7635896e-03
  1.0233312e+01  9.6221170e+00  0.0000000e+00  0.0000000e+00]"
21055	CLASRP	MAP4K1	1	"[-6.3953495e-01  1.3271045e+02  9.8837212e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2323008e+00  8.8977173e+02
  2.9305744e-01  0.0000000e+00  0.0000000e+00  8.3200559e-03
  2.5243031e-02  9.6643692e-01  4.3279308e+01  8.5722014e-02
  7.3720932e+00  3.7658002e+00  0.0000000e+00  0.0000000e+00]"
21077	CLCN5	PAGE1	1	"[-1.2392857e+00  1.2665088e+02 -1.4732143e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.2975416e+00  6.8511340e+02
  3.1368646e-01  0.0000000e+00  0.0000000e+00  6.0679256e-03
  8.2679637e-02  9.1125244e-01  3.2961449e+01  6.1543368e-02
  6.8928571e+00  3.6640928e+00  0.0000000e+00  0.0000000e+00]"
21078	CLCN6	RAF1	1	"[-4.4248208e-01  1.3112837e+02  2.1479713e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1121140e+00  7.6442499e+02
  2.3877198e-01  0.0000000e+00  0.0000000e+00  1.3609742e-01
  3.2249182e-01  5.4141074e-01  3.4804173e+01  2.1024032e-02
  8.8090696e+00  1.0054367e+01  0.0000000e+00  0.0000000e+00]"
21126	CLINT1	MARCH11	1	"[-5.5232555e-01  1.3342207e+02  0.0000000e+00  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1740532e+00  7.1975586e+02
  2.4705882e-01  0.0000000e+00  0.0000000e+00  2.0462248e-02
  1.2414036e-01  8.5539740e-01  2.3479332e+01  7.6257437e-02
  6.5581393e+00  2.4377565e+00  0.0000000e+00  0.0000000e+00]"
21161	CLK2	CD244	1	"[-5.5555520e-03  1.2406072e+02 -3.7037037e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.6352472e+00  8.4241943e+02
  1.9007297e-01  0.0000000e+00  0.0000000e+00  1.6962232e-01
  2.9645988e-01  5.3391778e-01  2.9673136e+01  2.3758573e-02
  6.4148149e+00  4.8458762e+00  0.0000000e+00  0.0000000e+00]"
21177	CLNS1A	DCBLD1	1	"[-4.4371071e-01  1.2564464e+02  2.3584906e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.0062532e+00  8.5549268e+02
  2.1631896e-01  0.0000000e+00  0.0000000e+00  3.3307619e-02
  3.1387913e-01  6.5281332e-01  7.0021706e+01  2.0529252e-02
  6.5283017e+00  3.5938337e+00  0.0000000e+00  0.0000000e+00]"
21271	CLPTM1	CBLC	1	"[-6.6435194e-01  1.2748979e+02 -9.2592593e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.1067696e+00  7.4416602e+02
  2.1619293e-01  0.0000000e+00  0.0000000e+00  4.4133671e-02
  4.3505988e-01  5.2080649e-01  3.5574516e+01  3.6394034e-02
  7.8611112e+00  9.6178293e+00  0.0000000e+00  0.0000000e+00]"
21277	CLPTM1L	CDHR2	1	"[-9.06789526e-02  1.26390190e+02 -3.79746817e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  9.30397987e+00  7.10341980e+02
  1.92104653e-01  0.00000000e+00  0.00000000e+00  3.26428302e-02
  4.44250591e-02  9.22932088e-01  7.82631760e+01  1.09923575e-02
  9.55235863e+00  1.03443174e+01  0.00000000e+00  0.00000000e+00]"
21305	CLTB	STK10	1	"[-1.4327985e+00  1.3692923e+02  1.1586453e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.7992439e+00  6.3273761e+02
  3.9406195e-01  0.0000000e+00  0.0000000e+00  1.8024873e-02
  3.9913964e-02  9.4206113e-01  7.2625786e+01  1.5489910e-02
  8.6898394e+00  2.9179144e+00  0.0000000e+00  0.0000000e+00]"
21364	CLYBL	ARGLU1	0	"[-1.2174156e+00  1.3809830e+02  8.4269661e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.7420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.1466870e+01  6.2647894e+02
  5.0416589e-01  0.0000000e+00  0.0000000e+00  3.1679575e-03
  8.4138243e-03  9.8841816e-01  7.6138527e+01  4.8478726e-02
  8.6292133e+00  1.2967689e+00  0.0000000e+00  0.0000000e+00]"
21369	CMC1	WDR72	1	"[9.28440332e-01 1.35222931e+02 5.96330278e-02 2.00000000e+00
 7.00000000e+01 4.50000000e+00 2.04199997e+02 1.00000000e+00
 2.00000000e+00 7.00000000e+01 9.36538696e+00 7.78117493e+02
 1.00577645e-01 0.00000000e+00 0.00000000e+00 3.86520177e-02
 1.91650063e-01 7.69697905e-01 2.18350964e+01 7.80237317e-02
 8.50458717e+00 2.53007126e+00 0.00000000e+00 0.00000000e+00]"
21373	CMIP	BCMO1	1	"[-3.2285714e-01  1.2867964e+02 -1.6071429e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0203362e+00  7.8038336e+02
  2.5690925e-01  0.0000000e+00  0.0000000e+00  1.1489535e-01
  3.8304326e-01  5.0206137e-01  2.7298286e+01  3.1479593e-02
  8.8142853e+00  1.0001229e+01  0.0000000e+00  0.0000000e+00]"
21381	CMSS1	LNP1	1	"[-1.4146892e+00  1.3355988e+02 -1.4124294e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.4998965e+00  7.8145740e+02
  4.0746984e-01  0.0000000e+00  0.0000000e+00  5.9978187e-02
  1.3701740e-01  8.0300438e-01  3.5508011e+01  4.1590858e-02
  7.3615818e+00  3.3685157e+00  0.0000000e+00  0.0000000e+00]"
21392	CNBD1	PTPN2	1	"[-3.9061791e-01  1.3320525e+02  4.3478262e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.6641092e+00  6.4256024e+02
  2.4810530e-01  0.0000000e+00  0.0000000e+00  1.5499571e-01
  2.8748313e-01  5.5752110e-01  3.4879456e+01  2.1705093e-02
  9.4851255e+00  7.7503514e+00  0.0000000e+00  0.0000000e+00]"
21455	CNOT8	HMMR	1	"[-8.45751584e-01  1.34818115e+02 -4.16666679e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  1.02838278e+01  4.87709229e+02
  3.48097384e-01  0.00000000e+00  0.00000000e+00  3.31544760e-03
  1.46980295e-02  9.81986523e-01  1.17289574e+02  1.44762695e-02
  8.85947704e+00  2.41557288e+00  0.00000000e+00  0.00000000e+00]"
21459	CNPY3	HOOK2	1	"[-8.6845237e-01  1.3299356e+02 -7.7380952e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.7511253e+00  7.3203937e+02
  3.4707952e-01  0.0000000e+00  0.0000000e+00  9.5841726e-03
  2.1186708e-02  9.6922910e-01  1.1104342e+02  1.0257936e-02
  8.6166668e+00  3.6979342e+00  0.0000000e+00  0.0000000e+00]"
21462	CNST	LNX1	1	"[-4.8900297e-01  1.2809544e+02  4.3988270e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2673235e+00  7.7277148e+02
  2.5034773e-01  0.0000000e+00  0.0000000e+00  2.1277255e-01
  3.5583198e-01  4.3139547e-01  4.3500824e+01  1.2577292e-02
  8.5777130e+00  1.2814070e+01  0.0000000e+00  0.0000000e+00]"
21474	CNTN2	PKP1	1	"[-4.74679917e-01  1.28513931e+02  4.33854908e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.50044060e+00  8.07186218e+02
  2.06448346e-01  0.00000000e+00  0.00000000e+00  1.70411631e-01
  3.07430893e-01  5.22157431e-01  4.56002045e+01  1.30046196e-02
  9.14224720e+00  1.30509615e+01  0.00000000e+00  0.00000000e+00]"
21481	COBL	SEPT14	1	"[-8.41091514e-01  1.29632568e+02  4.09309790e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.84068775e+00  6.37751709e+02
  2.96955407e-01  0.00000000e+00  0.00000000e+00  1.11627996e-01
  2.04945341e-01  6.83426678e-01  6.27933350e+01  1.21634817e-02
  7.57784891e+00  6.89063406e+00  0.00000000e+00  0.00000000e+00]"
